date;series;value
2012-03-07 19:12:54.360;eventData;70.43867629995943
2012-03-07 19:17:54.360;eventData;70.65702546460463
2012-03-07 19:22:54.360;eventData;70.92732573165063
2012-03-07 19:27:54.360;eventData;53.646692452712166
2012-03-07 19:32:54.360;eventData;73.95848029228148
2012-03-07 19:37:54.360;eventData;63.92578241364296
2012-03-07 19:42:54.360;eventData;71.12256848491026
2012-03-07 19:47:54.360;eventData;71.7749325391262
2012-03-07 19:52:54.360;eventData;59.681331413200354
2012-03-07 19:57:54.360;eventData;63.207116904941515
2012-03-07 20:02:54.360;eventData;63.91837416627728
2012-03-07 20:07:54.360;eventData;60.31903605973382
2012-03-07 20:12:54.360;eventData;63.95112226731558
2012-03-07 20:17:54.360;eventData;59.562087614864424
2012-03-07 20:22:54.360;eventData;57.2262074629041
2012-03-07 20:27:54.360;eventData;62.20816549665292
2012-03-07 20:32:54.360;eventData;66.41262717341141
2012-03-07 20:37:54.360;eventData;58.88083010887885
2012-03-07 20:42:54.360;eventData;61.34341933718938
2012-03-07 20:47:54.360;eventData;54.681762857356915
