date;series;value
2011-06-14 05:36:51.836;eventData;66.82290258187254
2011-06-14 05:41:51.836;eventData;63.769681748590315
2011-06-14 05:46:51.836;eventData;60.43002084237676
2011-06-14 05:51:51.836;eventData;57.139031606775255
2011-06-14 05:56:51.836;eventData;58.5298299172897
2011-06-14 06:01:51.836;eventData;60.69756631648435
2011-06-14 06:06:51.836;eventData;64.30437154709834
2011-06-14 06:11:51.836;eventData;58.58646018763956
2011-06-14 06:16:51.836;eventData;67.18163681828199
2011-06-14 06:21:51.836;eventData;61.20770564546998
2011-06-14 06:26:51.836;eventData;58.54108916286021
2011-06-14 06:31:51.836;eventData;62.011701552282204
2011-06-14 06:36:51.836;eventData;60.78806909826463
2011-06-14 06:41:51.836;eventData;60.07198914665547
2011-06-14 06:46:51.836;eventData;61.67964367493068
2011-06-14 06:51:51.836;eventData;63.84809355166573
2011-06-14 06:56:51.836;eventData;62.18533074133422
2011-06-14 07:01:51.836;eventData;64.44080482808005
2011-06-14 07:06:51.836;eventData;58.44024633634342
2011-06-14 07:11:51.836;eventData;58.089167304600515
2011-06-14 07:16:51.836;eventData;64.47043399234151
2011-06-14 07:21:51.836;eventData;59.88867099618252
2011-06-14 07:26:51.836;eventData;58.188397676243426
2011-06-14 07:31:51.836;eventData;62.18279237911216
2011-06-14 07:36:51.836;eventData;61.35200513626879
2011-06-14 07:41:51.836;eventData;63.45748941939187
2011-06-14 07:46:51.836;eventData;64.26242262144233
2011-06-14 07:51:51.836;eventData;59.559287250716984
2011-06-14 07:56:51.836;eventData;60.42279682269476
2011-06-14 08:01:51.836;eventData;62.73941715479947
2011-06-14 08:06:51.836;eventData;64.99826190644534
2011-06-14 08:11:51.836;eventData;64.65714531193028
2011-06-14 08:16:51.836;eventData;61.37795207477862
2011-06-14 08:21:51.836;eventData;61.68608111966254
2011-06-14 08:26:51.836;eventData;64.16500950750198
2011-06-14 08:31:51.836;eventData;69.22424457645668
2011-06-14 08:36:51.836;eventData;60.48951918028098
2011-06-14 08:41:51.836;eventData;62.70771926280523
2011-06-14 08:46:51.836;eventData;64.69763487309196
2011-06-14 08:51:51.836;eventData;59.223353481773394
2011-06-14 08:56:51.836;eventData;63.30964668519845
2011-06-14 09:01:51.836;eventData;63.72901725848776
2011-06-14 09:06:51.836;eventData;59.531397736540995
2011-06-14 09:11:51.836;eventData;60.2961651683671
2011-06-14 09:16:51.836;eventData;63.39058256811743
2011-06-14 09:21:51.836;eventData;58.60204923788035
