date;series;value
2014-12-12 12:34:42.872;eventData;30.945649398232284
2014-12-12 12:39:42.872;eventData;20.490718491349547
2014-12-12 12:44:42.872;eventData;34.400099977174996
2014-12-12 12:49:42.872;eventData;25.93058465858717
2014-12-12 12:54:42.872;eventData;31.711992296402045
2014-12-12 12:59:42.872;eventData;28.78071521146084
2014-12-12 13:04:42.872;eventData;26.87227504205775
2014-12-12 13:09:42.872;eventData;25.795118066325735
2014-12-12 13:14:42.872;eventData;38.300440610827444
2014-12-12 13:19:42.872;eventData;28.90002624946714
2014-12-12 13:24:42.872;eventData;26.767474527798342
