date;series;value
2015-06-02 14:46:25.847;eventData;69.55191133784764
2015-06-02 14:51:25.847;eventData;62.90519074972598
2015-06-02 14:56:25.847;eventData;64.05537236521974
2015-06-02 15:01:25.847;eventData;69.1686189173956
2015-06-02 15:06:25.847;eventData;67.72643913805148
2015-06-02 15:11:25.847;eventData;70.20497453351966
2015-06-02 15:16:25.847;eventData;71.2271656154726
2015-06-02 15:21:25.847;eventData;67.79549967423198
2015-06-02 15:26:25.847;eventData;66.25946809095058
2015-06-02 15:31:25.847;eventData;70.252144524723
2015-06-02 15:36:25.847;eventData;59.49514248691702
2015-06-02 15:41:25.847;eventData;64.77298778962033
2015-06-02 15:46:25.847;eventData;62.97675833955684
2015-06-02 15:51:25.847;eventData;64.15610136673628
2015-06-02 15:56:25.847;eventData;70.1019581374763
2015-06-02 16:01:25.847;eventData;61.70390685526358
2015-06-02 16:06:25.847;eventData;69.54696159204667
2015-06-02 16:11:25.847;eventData;62.77851493556929
2015-06-02 16:16:25.847;eventData;66.30281554475603
2015-06-02 16:21:25.847;eventData;63.93874030875755
