date;series;value
2014-11-05 18:31:24.122;eventData;62.34505015420127
2014-11-05 18:36:24.122;eventData;63.409275485875874
2014-11-05 18:41:24.122;eventData;66.63054420142144
2014-11-05 18:46:24.122;eventData;66.31730065330784
2014-11-05 18:51:24.122;eventData;51.710881328982204
2014-11-05 18:56:24.122;eventData;55.74989985608739
2014-11-05 19:01:24.122;eventData;66.09652065579515
2014-11-05 19:06:24.122;eventData;65.05763393148683
2014-11-05 19:11:24.122;eventData;53.6738490372436
2014-11-05 19:16:24.122;eventData;63.55899542537325
2014-11-05 19:21:24.122;eventData;69.01135495962347
2014-11-05 19:26:24.122;eventData;71.60204133295117
2014-11-05 19:31:24.122;eventData;75.82678948765202
2014-11-05 19:36:24.122;eventData;59.03489296667147
2014-11-05 19:41:24.122;eventData;56.12094931251511
2014-11-05 19:46:24.122;eventData;62.49565441225245
2014-11-05 19:51:24.122;eventData;60.905524692659455
2014-11-05 19:56:24.122;eventData;69.03358268928311
2014-11-05 20:01:24.122;eventData;62.54535958100437
2014-11-05 20:06:24.122;eventData;56.730748490019764
2014-11-05 20:11:24.122;eventData;61.842153059401795
2014-11-05 20:16:24.122;eventData;61.32145847455006
2014-11-05 20:21:24.122;eventData;60.59442103996193
2014-11-05 20:26:24.122;eventData;59.194814005712686
2014-11-05 20:31:24.122;eventData;61.89601807424335
2014-11-05 20:36:24.122;eventData;59.36062620233745
2014-11-05 20:41:24.122;eventData;62.168178691141165
2014-11-05 20:46:24.122;eventData;55.08098376744027
2014-11-05 20:51:24.122;eventData;53.54280324595654
2014-11-05 20:56:24.122;eventData;62.387260152903
