date;series;value
2013-03-17 15:15:21.735;eventData;27.567389638939368
2013-03-17 15:20:21.735;eventData;21.29443109480973
2013-03-17 15:25:21.735;eventData;29.640059986304998
2013-03-17 15:30:21.735;eventData;24.5583507951523
2013-03-17 15:35:21.735;eventData;28.027195377841227
2013-03-17 15:40:21.735;eventData;26.268429126876505
2013-03-17 15:45:21.735;eventData;25.12336502523465
2013-03-17 15:50:21.735;eventData;24.47707083979544
2013-03-17 15:55:21.735;eventData;31.980264366496463
2013-03-17 16:00:21.735;eventData;26.340015749680283
2013-03-17 16:05:21.735;eventData;25.060484716679007
2013-03-17 16:10:21.735;eventData;20.96133816966839
2013-03-17 16:15:21.735;eventData;28.45456523476279
2013-03-17 16:20:21.735;eventData;25.22266815779076
2013-03-17 16:25:21.735;eventData;21.949304056025845
2013-03-17 16:30:21.735;eventData;29.501591649942217
2013-03-17 16:35:21.735;eventData;25.214445073946663
2013-03-17 16:40:21.735;eventData;15.614400775265945
