date;series;value
2012-05-05 23:17:40.395;eventData;26.084522567520345
2012-05-05 23:22:40.395;eventData;27.538637105790414
2012-05-05 23:27:40.395;eventData;18.90348267762018
2012-05-05 23:32:40.395;eventData;10.133940385486666
2012-05-05 23:37:40.395;eventData;31.04259039145746
2012-05-05 23:42:40.395;eventData;23.994234571756127
2012-05-05 23:47:40.395;eventData;2.068167124591099
2012-05-05 23:52:40.395;eventData;23.553131044682928
2012-05-05 23:57:40.395;eventData;21.298414830062654
2012-05-06 00:02:40.395;eventData;24.373067850280076
2012-05-06 00:07:40.395;eventData;15.208186822546903
2012-05-06 00:12:40.395;eventData;16.636766668177295
2012-05-06 00:17:40.395;eventData;11.677419441543135
2012-05-06 00:22:40.395;eventData;27.301014416896095
2012-05-06 00:27:40.395;eventData;21.513946582334423
2012-05-06 00:32:40.395;eventData;15.662022699967434
2012-05-06 00:37:40.395;eventData;18.773754524155947
2012-05-06 00:42:40.395;eventData;29.928093132259164
2012-05-06 00:47:40.395;eventData;19.20868551802733
2012-05-06 00:52:40.395;eventData;28.363548002264945
2012-05-06 00:57:40.395;eventData;21.01159577669906
2012-05-06 01:02:40.395;eventData;29.670808899832213
2012-05-06 01:07:40.395;eventData;24.555558466913073
2012-05-06 01:12:40.395;eventData;20.61546484456701
2012-05-06 01:17:40.395;eventData;21.72262036360024
2012-05-06 01:22:40.395;eventData;33.40440350586471
2012-05-06 01:27:40.395;eventData;20.664984672017418
2012-05-06 01:32:40.395;eventData;24.008646990427692
2012-05-06 01:37:40.395;eventData;17.243271350713222
2012-05-06 01:42:40.395;eventData;26.249819174178796
