date;series;value
2012-11-12 23:26:30.706;eventData;26.66524426983767
2012-11-12 23:31:30.706;eventData;18.618747998107434
2012-11-12 23:36:30.706;eventData;21.113276666381935
2012-11-12 23:41:30.706;eventData;25.367015712790042
2012-11-12 23:46:30.706;eventData;18.54424200533066
2012-11-12 23:51:30.706;eventData;15.646600432000096
2012-11-12 23:56:30.706;eventData;24.67984578441619
2012-11-13 00:01:30.706;eventData;22.004894003691508
2012-11-13 00:06:30.706;eventData;22.838760419397893
2012-11-13 00:11:30.706;eventData;25.602054858039228
2012-11-13 00:16:30.706;eventData;23.869744678382087
2012-11-13 00:21:30.706;eventData;29.626151141832693
2012-11-13 00:26:30.706;eventData;21.178946728047055
2012-11-13 00:31:30.706;eventData;20.122824411102606
2012-11-13 00:36:30.706;eventData;30.418409525200754
2012-11-13 00:41:30.706;eventData;21.242543314087758
2012-11-13 00:46:30.706;eventData;31.32021703493707
2012-11-13 00:51:30.706;eventData;30.47918599426443
2012-11-13 00:56:30.706;eventData;30.364525109873888
2012-11-13 01:01:30.706;eventData;25.199693181263747
2012-11-13 01:06:30.706;eventData;21.17206981546532
2012-11-13 01:11:30.706;eventData;12.185204890785455
2012-11-13 01:16:30.706;eventData;20.245282889014227
