date;series;value
2015-06-01 21:05:08.258;eventData;28.02817418917345
2015-06-01 21:10:08.258;eventData;28.512879035263474
2015-06-01 21:15:08.258;eventData;25.634494225873393
2015-06-01 21:20:08.258;eventData;22.711313461828887
2015-06-01 21:25:08.258;eventData;29.680863463819154
2015-06-01 21:30:08.258;eventData;27.33141152391871
2015-06-01 21:35:08.258;eventData;20.0227223748637
2015-06-01 21:40:08.258;eventData;27.18437701489431
2015-06-01 21:45:08.258;eventData;26.43280494335422
2015-06-01 21:50:08.258;eventData;27.457689283426692
2015-06-01 21:55:08.258;eventData;24.402728940848966
2015-06-01 22:00:08.258;eventData;24.878922222725766
2015-06-01 22:05:08.258;eventData;23.22580648051438
2015-06-01 22:10:08.258;eventData;28.4336714722987
2015-06-01 22:15:08.258;eventData;26.50464886077814
2015-06-01 22:20:08.258;eventData;24.554007566655812
2015-06-01 22:25:08.258;eventData;25.591251508051982
2015-06-01 22:30:08.258;eventData;29.30936437741972
2015-06-01 22:35:08.258;eventData;25.736228506009112
2015-06-01 22:40:08.258;eventData;28.787849334088314
2015-06-01 22:45:08.258;eventData;26.337198592233023
2015-06-01 22:50:08.258;eventData;29.223602966610738
2015-06-01 22:55:08.258;eventData;27.518519488971023
2015-06-01 23:00:08.258;eventData;26.205154948189005
2015-06-01 23:05:08.258;eventData;26.574206787866746
2015-06-01 23:10:08.258;eventData;30.468134501954903
2015-06-01 23:15:08.258;eventData;26.22166155733914
2015-06-01 23:20:08.258;eventData;27.336215663475897
2015-06-01 23:25:08.258;eventData;25.081090450237742
2015-06-01 23:30:08.258;eventData;28.0832730580596
2015-06-01 23:35:08.258;eventData;30.137445622032175
2015-06-01 23:40:08.258;eventData;27.44110151687729
2015-06-01 23:45:08.258;eventData;28.24061505379232
