date;series;value
2012-10-08 06:52:31.424;eventData;63.71933814997971
2012-10-08 06:57:31.424;eventData;63.828512732302315
2012-10-08 07:02:31.424;eventData;63.96366286582531
2012-10-08 07:07:31.424;eventData;55.32334622635608
2012-10-08 07:12:31.424;eventData;65.47924014614074
2012-10-08 07:17:31.424;eventData;60.46289120682148
2012-10-08 07:22:31.424;eventData;64.06128424245513
2012-10-08 07:27:31.424;eventData;64.3874662695631
2012-10-08 07:32:31.424;eventData;58.34066570660018
2012-10-08 07:37:31.424;eventData;60.10355845247076
2012-10-08 07:42:31.424;eventData;60.459187083138644
2012-10-08 07:47:31.424;eventData;58.65951802986691
2012-10-08 07:52:31.424;eventData;60.47556113365779
2012-10-08 07:57:31.424;eventData;58.28104380743221
2012-10-08 08:02:31.424;eventData;57.11310373145205
2012-10-08 08:07:31.424;eventData;59.60408274832646
2012-10-08 08:12:31.424;eventData;61.706313586705704
2012-10-08 08:17:31.424;eventData;57.94041505443943
2012-10-08 08:22:31.424;eventData;59.17170966859469
2012-10-08 08:27:31.424;eventData;55.84088142867846
