date;series;value
2012-11-12 17:17:31.903;eventData;27.57043547293362
2012-11-12 17:22:31.903;eventData;28.78219758815868
2012-11-12 17:27:31.903;eventData;21.586235564683484
2012-11-12 17:32:31.903;eventData;14.27828365457222
2012-11-12 17:37:31.903;eventData;31.702158659547884
2012-11-12 17:42:31.903;eventData;25.828528809796772
2012-11-12 17:47:31.903;eventData;7.55680593715925
2012-11-12 17:52:31.903;eventData;25.460942537235773
2012-11-12 17:57:31.903;eventData;23.582012358385548
2012-11-12 18:02:31.903;eventData;26.14422320856673
2012-11-12 18:07:31.903;eventData;18.50682235212242
