date;series;value
2011-06-17 11:23:34.428;eventData;69.54824812778577
2011-06-17 11:28:34.428;eventData;56.32618740022731
2011-06-17 11:33:34.428;eventData;67.0039953056626
2011-06-17 11:38:34.428;eventData;59.74842363685297
2011-06-17 11:43:34.428;eventData;65.40222767224402
2011-06-17 11:48:34.428;eventData;63.60770455032656
2011-06-17 11:53:34.428;eventData;56.81703508345734
2011-06-17 11:58:34.428;eventData;58.31559607176845
2011-06-17 12:03:34.428;eventData;60.68435797903643
2011-06-17 12:08:34.428;eventData;60.28454058602245
2011-06-17 12:13:34.428;eventData;63.6270382688862
