date;series;value
2012-05-05 11:23:30.378;eventData;33.945649398232284
2012-05-05 11:28:30.378;eventData;23.490718491349547
2012-05-05 11:33:30.378;eventData;37.400099977174996
2012-05-05 11:38:30.378;eventData;28.93058465858717
2012-05-05 11:43:30.378;eventData;34.711992296402045
2012-05-05 11:48:30.378;eventData;31.78071521146084
2012-05-05 11:53:30.378;eventData;29.87227504205775
2012-05-05 11:58:30.378;eventData;28.795118066325735
2012-05-05 12:03:30.378;eventData;41.300440610827444
2012-05-05 12:08:30.378;eventData;31.90002624946714
2012-05-05 12:13:30.378;eventData;29.767474527798342
2012-05-05 12:18:30.378;eventData;22.93556361611399
2012-05-05 12:23:30.378;eventData;35.424275391271316
2012-05-05 12:28:30.378;eventData;30.0377802629846
2012-05-05 12:33:30.378;eventData;24.582173426709744
2012-05-05 12:38:30.378;eventData;37.16931941657036
2012-05-05 12:43:30.378;eventData;30.02407512324444
2012-05-05 12:48:30.378;eventData;14.024001292109912
2012-05-05 12:53:30.378;eventData;28.865368194892184
