date;series;value
2013-03-19 02:30:27.934;eventData;34.134779277878735
2013-03-19 02:35:27.934;eventData;21.58886218961946
2013-03-19 02:40:27.934;eventData;38.280119972609995
2013-03-19 02:45:27.934;eventData;28.116701590304604
2013-03-19 02:50:27.934;eventData;35.054390755682455
2013-03-19 02:55:27.934;eventData;31.53685825375301
2013-03-19 03:00:27.934;eventData;29.2467300504693
2013-03-19 03:05:27.934;eventData;27.954141679590883
2013-03-19 03:10:27.934;eventData;42.96052873299293
2013-03-19 03:15:27.934;eventData;31.680031499360567
2013-03-19 03:20:27.934;eventData;29.120969433358013
2013-03-19 03:25:27.934;eventData;20.922676339336785
2013-03-19 03:30:27.934;eventData;35.90913046952558
2013-03-19 03:35:27.934;eventData;29.44533631558152
2013-03-19 03:40:27.934;eventData;22.898608112051694
2013-03-19 03:45:27.934;eventData;38.003183299884434
2013-03-19 03:50:27.934;eventData;29.428890147893327
2013-03-19 03:55:27.934;eventData;10.228801550531891
2013-03-19 04:00:27.934;eventData;28.03844183387062
2013-03-19 04:05:27.934;eventData;30.81194574588288
2013-03-19 04:10:27.934;eventData;22.592323164635346
2013-03-19 04:15:27.934;eventData;23.6635491333317
2013-03-19 04:20:27.934;eventData;24.133219200803413
2013-03-19 04:25:27.934;eventData;36.60039306348517
2013-03-19 04:30:27.934;eventData;16.83372757206709
2013-03-19 04:35:27.934;eventData;32.311121858280664
2013-03-19 04:40:27.934;eventData;31.97484513495036
2013-03-19 04:45:27.934;eventData;37.45770746530724
2013-03-19 04:50:27.934;eventData;23.198582036729448
2013-03-19 04:55:27.934;eventData;24.43988777598014
2013-03-19 05:00:27.934;eventData;28.37417076347888
