date;series;value
2014-07-24 02:50:27.286;eventData;29.89426425313425
2014-07-24 02:55:27.286;eventData;28.56086657145706
2014-07-24 03:00:27.286;eventData;28.78015721962084
2014-07-24 03:05:27.286;eventData;25.814758411339263
2014-07-24 03:10:27.286;eventData;24.339907074417784
2014-07-24 03:15:27.286;eventData;29.336022164462637
2014-07-24 03:20:27.286;eventData;28.748222875878042
2014-07-24 03:25:27.286;eventData;25.42982678181236
2014-07-24 03:30:27.286;eventData;24.244123435555398
2014-07-24 03:35:27.286;eventData;24.09670083162491
2014-07-24 03:40:27.286;eventData;29.47727817465058
2014-07-24 03:45:27.286;eventData;24.841762570148695
2014-07-24 03:50:27.286;eventData;28.159064067121367
2014-07-24 03:55:27.286;eventData;28.111334353096304
2014-07-24 04:00:27.286;eventData;28.52941311050824
2014-07-24 04:05:27.286;eventData;26.275404050861688
2014-07-24 04:10:27.286;eventData;18.05658460586449
2014-07-24 04:15:27.286;eventData;20.10163897266356
2014-07-24 04:20:27.286;eventData;26.32232818744924
2014-07-24 04:25:27.286;eventData;33.316224541790646
2014-07-24 04:30:27.286;eventData;17.77244797491435
2014-07-24 04:35:27.286;eventData;34.85097426618024
2014-07-24 04:40:27.286;eventData;21.567799637577934
2014-07-24 04:45:27.286;eventData;25.385925823686836
2014-07-24 04:50:27.286;eventData;34.63215477089028
2014-07-24 04:55:27.286;eventData;26.512083610652184
2014-07-24 05:00:27.286;eventData;21.637724743787874
2014-07-24 05:05:27.286;eventData;27.215724205667986
2014-07-24 05:10:27.286;eventData;23.289828333539745
2014-07-24 05:15:27.286;eventData;21.15224915040156
2014-07-24 05:20:27.286;eventData;21.904852989484755
2014-07-24 05:25:27.286;eventData;23.54933813020337
2014-07-24 05:30:27.286;eventData;30.886906004685777
2014-07-24 05:35:27.286;eventData;28.506600639032406
