date;series;value
2012-03-08 13:25:08.736;eventData;34.34139637970138
2012-03-08 13:30:08.736;eventData;32.34129985718559
2012-03-08 13:35:08.736;eventData;32.67023582943126
2012-03-08 13:40:08.736;eventData;28.222137617008894
2012-03-08 13:45:08.736;eventData;26.009860611626678
2012-03-08 13:50:08.736;eventData;33.50403324669395
2012-03-08 13:55:08.736;eventData;32.62233431381706
2012-03-08 14:00:08.736;eventData;27.644740172718542
2012-03-08 14:05:08.736;eventData;25.866185153333095
2012-03-08 14:10:08.736;eventData;25.645051247437365
2012-03-08 14:15:08.736;eventData;33.71591726197587
