date;series;value
2016-09-11 18:44:41.230;eventData;66.61406018504152
2016-09-11 18:49:41.230;eventData;67.89113058305105
2016-09-11 18:54:41.230;eventData;71.75665304170573
2016-09-11 18:59:41.230;eventData;71.38076078396941
2016-09-11 19:04:41.230;eventData;53.85305759477865
2016-09-11 19:09:41.230;eventData;58.69987982730486
2016-09-11 19:14:41.230;eventData;71.11582478695418
2016-09-11 19:19:41.230;eventData;69.86916071778421
2016-09-11 19:24:41.230;eventData;56.20861884469232
2016-09-11 19:29:41.230;eventData;68.0707945104479
2016-09-11 19:34:41.230;eventData;74.61362595154817
2016-09-11 19:39:41.230;eventData;77.7224495995414
2016-09-11 19:44:41.230;eventData;82.79214738518243
2016-09-11 19:49:41.230;eventData;62.64187156000577
2016-09-11 19:54:41.230;eventData;59.14513917501813
2016-09-11 19:59:41.230;eventData;66.79478529470295
2016-09-11 20:04:41.230;eventData;64.88662963119134
2016-09-11 20:09:41.230;eventData;74.64029922713972
2016-09-11 20:14:41.230;eventData;66.85443149720524
2016-09-11 20:19:41.230;eventData;59.876898188023716
2016-09-11 20:24:41.230;eventData;66.01058367128216
2016-09-11 20:29:41.230;eventData;65.38575016946008
2016-09-11 20:34:41.230;eventData;64.51330524795432
2016-09-11 20:39:41.230;eventData;62.83377680685523
2016-09-11 20:44:41.230;eventData;66.07522168909202
2016-09-11 20:49:41.230;eventData;63.03275144280494
2016-09-11 20:54:41.230;eventData;66.4018144293694
2016-09-11 20:59:41.230;eventData;57.89718052092833
2016-09-11 21:04:41.230;eventData;56.05136389514785
2016-09-11 21:09:41.230;eventData;66.6647121834836
2016-09-11 21:14:41.230;eventData;69.30773117266749
2016-09-11 21:19:41.230;eventData;44.34209208085433
2016-09-11 21:24:41.230;eventData;65.81239923602699
2016-09-11 21:29:41.230;eventData;54.19568203532201
2016-09-11 21:34:41.230;eventData;61.565785663175454
2016-09-11 21:39:41.230;eventData;68.74900561816253
2016-09-11 21:44:41.230;eventData;63.344133632915856
2016-09-11 21:49:41.230;eventData;57.9670118364891
2016-09-11 21:54:41.230;eventData;81.08998917472007
2016-09-11 21:59:41.230;eventData;63.74202481318191
2016-09-11 22:04:41.230;eventData;54.919414866859185
2016-09-11 22:09:41.230;eventData;61.30809363834723
2016-09-11 22:14:41.230;eventData;72.04565493648349
2016-09-11 22:19:41.230;eventData;80.74876147235393
2016-09-11 22:24:41.230;eventData;60.152023693255536
2016-09-11 22:29:41.230;eventData;64.6087777155049
2016-09-11 22:34:41.230;eventData;67.20634224029925
2016-09-11 22:39:41.230;eventData;59.9031064216714
