date;series;value
2013-03-19 08:15:28.107;eventData;30.567389638939368
2013-03-19 08:20:28.107;eventData;24.29443109480973
2013-03-19 08:25:28.107;eventData;32.640059986305
2013-03-19 08:30:28.107;eventData;27.5583507951523
2013-03-19 08:35:28.107;eventData;31.027195377841227
2013-03-19 08:40:28.107;eventData;29.268429126876505
2013-03-19 08:45:28.107;eventData;28.12336502523465
2013-03-19 08:50:28.107;eventData;27.47707083979544
2013-03-19 08:55:28.107;eventData;34.98026436649646
2013-03-19 09:00:28.107;eventData;29.340015749680283
